rotor_step,raw_data,averaged,stdev
0,"[-0.03529142 -0.03629117 -0.03569132 -0.03459159 -0.03349186 -0.03449161
 -0.03439164 -0.03439164 -0.03429166 -0.03349186 -0.03419169 -0.03419169
 -0.03419169 -0.03439164 -0.03499149 -0.03419169 -0.03489152 -0.03449161
 -0.03599125 -0.03439164 -0.03459159 -0.03569132 -0.0357913  -0.03479154
 -0.03459159 -0.03369181 -0.03269205 -0.03299198 -0.03359183 -0.03339188
 -0.03409171 -0.03489152 -0.03539139 -0.03519144 -0.03449161 -0.03449161
 -0.03449161 -0.03399174 -0.03429166 -0.03349186 -0.03439164 -0.03519144
 -0.03439164 -0.03429166 -0.03509147 -0.03449161 -0.03369181 -0.03449161
 -0.03439164 -0.03589127 -0.03539139 -0.03469156 -0.03469156 -0.03389176
 -0.03449161 -0.03369181 -0.03439164 -0.03449161 -0.03389176 -0.03449161
 -0.03439164 -0.03429166 -0.03429166 -0.03509147 -0.03559135 -0.03509147
 -0.03459159 -0.03469156 -0.03519144 -0.03479154 -0.03479154 -0.03399174
 -0.03379178 -0.03469156 -0.03519144 -0.03419169 -0.03469156 -0.03479154
 -0.03459159 -0.03419169 -0.03469156 -0.03359183 -0.03439164 -0.03439164
 -0.03439164 -0.03439164 -0.03439164 -0.03369181 -0.03429166 -0.03359183
 -0.03439164 -0.03519144 -0.03429166 -0.03379178 -0.03439164 -0.03449161
 -0.03539139 -0.0357913  -0.03369181 -0.03349186 -0.03519144 -0.03539139
 -0.03469156 -0.03359183 -0.03349186 -0.03519144 -0.03439164 -0.03439164
 -0.03429166 -0.03499149 -0.03429166 -0.03309195 -0.03429166 -0.03339188
 -0.03409171 -0.03429166 -0.03359183 -0.03519144 -0.03569132 -0.03429166
 -0.03429166 -0.03449161 -0.03379178 -0.03429166 -0.03419169 -0.03419169
 -0.03499149 -0.03489152 -0.03439164 -0.03539139 -0.03519144 -0.03539139
 -0.03519144 -0.03449161 -0.03469156 -0.03479154 -0.03319193 -0.03449161
 -0.03459159 -0.03529142 -0.03469156 -0.03539139 -0.03559135 -0.03419169
 -0.03469156 -0.03459159 -0.03349186 -0.03449161 -0.03469156 -0.03399174
 -0.03459159 -0.03469156 -0.03399174 -0.03379178 -0.03459159 -0.03509147
 -0.03379178 -0.03439164 -0.03449161 -0.03609122]",-0.03450286067090928,0.0006446285669148191
200,"[-0.03519144 -0.03419169 -0.03449161 -0.03459159 -0.03449161 -0.03459159
 -0.03459159 -0.03399174 -0.03439164 -0.03449161 -0.03329191 -0.03529142
 -0.03459159 -0.03459159 -0.03449161 -0.03439164 -0.03459159 -0.03539139
 -0.03469156 -0.03459159 -0.03389176 -0.03459159 -0.03559135 -0.03449161
 -0.03299198 -0.03359183 -0.03439164 -0.03499149 -0.03439164 -0.03449161
 -0.03519144 -0.03459159 -0.03469156 -0.03449161 -0.03529142 -0.03459159
 -0.03469156 -0.03459159 -0.03449161 -0.03449161 -0.03369181 -0.03459159
 -0.03509147 -0.03589127 -0.03479154 -0.03559135 -0.03359183 -0.03349186
 -0.03449161 -0.03469156 -0.03449161 -0.03459159 -0.03469156 -0.03369181
 -0.03439164 -0.03359183 -0.03369181 -0.03509147 -0.03499149 -0.03459159
 -0.03389176 -0.03339188 -0.03449161 -0.03499149 -0.03589127 -0.03649113
 -0.03529142 -0.03489152 -0.03469156 -0.03329191 -0.03469156 -0.03419169
 -0.0357913  -0.03469156 -0.03469156 -0.03369181 -0.03459159 -0.03519144
 -0.03419169 -0.03389176 -0.03449161 -0.03449161 -0.03459159 -0.03469156
 -0.03459159 -0.03459159 -0.03449161 -0.03469156 -0.03519144 -0.03459159
 -0.03389176 -0.03519144 -0.03519144 -0.03469156 -0.03479154 -0.03479154
 -0.03399174 -0.03349186 -0.03449161 -0.03469156 -0.03469156 -0.03389176
 -0.03469156 -0.03469156 -0.03449161 -0.03459159 -0.03459159 -0.03459159
 -0.03459159 -0.03519144 -0.03389176 -0.03309195 -0.03439164 -0.03439164
 -0.03309195 -0.03429166 -0.03439164 -0.03439164 -0.03359183 -0.03369181
 -0.03319193 -0.03419169 -0.03519144 -0.03599125 -0.03599125 -0.0365911
 -0.03479154 -0.03369181 -0.03389176 -0.03399174 -0.03379178 -0.03519144
 -0.03459159 -0.03379178 -0.03329191 -0.03429166 -0.03439164 -0.03429166
 -0.03449161 -0.03539139 -0.03549137 -0.03459159 -0.03449161 -0.03379178
 -0.03389176 -0.03519144 -0.03459159 -0.03509147 -0.03339188 -0.03439164
 -0.03439164 -0.03439164 -0.03529142 -0.03459159 -0.03509147 -0.03529142
 -0.03389176 -0.03399174 -0.03539139 -0.03449161]",-0.03452348064165563,0.0006417521535173534
400,"[-0.03399174 -0.03379178 -0.03389176 -0.03279202 -0.03489152 -0.03669108
 -0.03509147 -0.03449161 -0.03459159 -0.03279202 -0.03219217 -0.03429166
 -0.03569132 -0.03609122 -0.03539139 -0.03469156 -0.03469156 -0.03539139
 -0.03529142 -0.03299198 -0.03459159 -0.03519144 -0.03459159 -0.03479154
 -0.03539139 -0.03459159 -0.03459159 -0.03319193 -0.03449161 -0.03449161
 -0.03379178 -0.0357913  -0.03449161 -0.03409171 -0.03539139 -0.03559135
 -0.03459159 -0.03459159 -0.03459159 -0.03549137 -0.03479154 -0.03399174
 -0.03479154 -0.03379178 -0.03299198 -0.03439164 -0.03449161 -0.03399174
 -0.03439164 -0.03499149 -0.03449161 -0.03439164 -0.03449161 -0.03459159
 -0.03569132 -0.03519144 -0.03479154 -0.03349186 -0.03399174 -0.03439164
 -0.03359183 -0.03529142 -0.03459159 -0.03509147 -0.03469156 -0.03449161
 -0.03459159 -0.03469156 -0.0357913  -0.0361912  -0.03489152 -0.03479154
 -0.03469156 -0.03379178 -0.03469156 -0.03459159 -0.03469156 -0.03379178
 -0.03459159 -0.03449161 -0.03469156 -0.03549137 -0.03409171 -0.03469156
 -0.03539139 -0.03529142 -0.03429166 -0.03459159 -0.03459159 -0.03459159
 -0.03469156 -0.03459159 -0.03359183 -0.03439164 -0.03459159 -0.03349186
 -0.03449161 -0.03449161 -0.03609122 -0.03549137 -0.03599125 -0.03469156
 -0.03419169 -0.03489152 -0.03479154 -0.03489152 -0.03479154 -0.03419169
 -0.03359183 -0.03349186 -0.03369181 -0.03449161 -0.03509147 -0.03469156
 -0.03459159 -0.03519144 -0.03569132 -0.03479154 -0.03359183 -0.03409171
 -0.03459159 -0.03549137 -0.03409171 -0.03479154 -0.03479154 -0.03529142
 -0.03359183 -0.03409171 -0.03459159 -0.03469156 -0.03479154 -0.03409171
 -0.03359183 -0.03459159 -0.03459159 -0.03589127 -0.03479154 -0.03469156
 -0.03409171 -0.03469156 -0.03459159 -0.03359183 -0.03309195 -0.03369181
 -0.03509147 -0.03499149 -0.03449161 -0.03449161 -0.03449161 -0.03389176
 -0.03369181 -0.03429166 -0.03329191 -0.03419169 -0.03629117 -0.03629117
 -0.03459159 -0.03469156 -0.03519144 -0.03459159]",-0.03457909200806171,0.0007301261788874035
600,"[-0.03599125 -0.03489152 -0.03469156 -0.03269205 -0.03359183 -0.03449161
 -0.03449161 -0.03389176 -0.03339188 -0.03429166 -0.03429166 -0.03359183
 -0.03429166 -0.03589127 -0.03439164 -0.03379178 -0.03599125 -0.03519144
 -0.03439164 -0.03439164 -0.03549137 -0.03559135 -0.03449161 -0.03459159
 -0.03469156 -0.03479154 -0.03539139 -0.03459159 -0.03459159 -0.03469156
 -0.03459159 -0.03349186 -0.03309195 -0.03429166 -0.03529142 -0.03459159
 -0.03449161 -0.03449161 -0.03359183 -0.03489152 -0.03459159 -0.03449161
 -0.03459159 -0.03539139 -0.03519144 -0.032892   -0.03319193 -0.03379178
 -0.03449161 -0.03509147 -0.03429166 -0.03439164 -0.03529142 -0.0357913
 -0.03529142 -0.03479154 -0.03469156 -0.03459159 -0.03479154 -0.03459159
 -0.03379178 -0.03329191 -0.032892   -0.03439164 -0.03509147 -0.03559135
 -0.03629117 -0.03569132 -0.03549137 -0.03569132 -0.03399174 -0.03469156
 -0.03469156 -0.03469156 -0.03489152 -0.03489152 -0.03379178 -0.03459159
 -0.03409171 -0.03449161 -0.03369181 -0.03439164 -0.03449161 -0.03459159
 -0.03379178 -0.03449161 -0.03449161 -0.03519144 -0.03439164 -0.03439164
 -0.03459159 -0.03459159 -0.03459159 -0.03449161 -0.03439164 -0.03449161
 -0.03449161 -0.03459159 -0.03349186 -0.03309195 -0.03429166 -0.03429166
 -0.03519144 -0.03449161 -0.03499149 -0.03449161 -0.03449161 -0.03459159
 -0.03459159 -0.03449161 -0.03459159 -0.03529142 -0.03449161 -0.03519144
 -0.03549137 -0.03559135 -0.03389176 -0.03369181 -0.03459159 -0.0357913
 -0.03479154 -0.03339188 -0.03299198 -0.03259207 -0.03359183 -0.03499149
 -0.03489152 -0.03449161 -0.03429166 -0.03429166 -0.03509147 -0.03529142
 -0.0357913  -0.03519144 -0.03569132 -0.03309195 -0.03389176 -0.03379178
 -0.03299198 -0.03229215 -0.03359183 -0.03419169 -0.03409171 -0.03409171
 -0.03559135 -0.0365911  -0.03459159 -0.03509147 -0.03469156 -0.03519144
 -0.03469156 -0.03469156 -0.03459159 -0.03459159 -0.03459159 -0.03449161
 -0.03519144 -0.03539139 -0.03479154 -0.03469156]",-0.03453597743064165,0.0007489629743480196
800,"[-0.03399174 -0.03539139 -0.03589127 -0.03569132 -0.03429166 -0.03469156
 -0.03469156 -0.03469156 -0.03399174 -0.03409171 -0.03449161 -0.03459159
 -0.03459159 -0.03519144 -0.03479154 -0.03599125 -0.03479154 -0.03389176
 -0.03469156 -0.03369181 -0.03539139 -0.03529142 -0.03459159 -0.03369181
 -0.03469156 -0.03479154 -0.03459159 -0.03319193 -0.03379178 -0.03449161
 -0.03459159 -0.03449161 -0.03569132 -0.03519144 -0.03459159 -0.03389176
 -0.03549137 -0.03469156 -0.03379178 -0.03399174 -0.03439164 -0.03449161
 -0.03459159 -0.03449161 -0.03459159 -0.03599125 -0.03459159 -0.03389176
 -0.03369181 -0.03449161 -0.03569132 -0.03449161 -0.03469156 -0.03519144
 -0.03539139 -0.03369181 -0.03199222 -0.03339188 -0.03359183 -0.03429166
 -0.03499149 -0.03519144 -0.03439164 -0.03379178 -0.03509147 -0.03559135
 -0.03509147 -0.03529142 -0.03469156 -0.03359183 -0.03369181 -0.03439164
 -0.03549137 -0.03629117 -0.03479154 -0.03339188 -0.03549137 -0.03569132
 -0.03479154 -0.03389176 -0.03459159 -0.03379178 -0.03449161 -0.03449161
 -0.03349186 -0.03299198 -0.03419169 -0.03519144 -0.03449161 -0.03499149
 -0.03449161 -0.03329191 -0.03439164 -0.03439164 -0.03429166 -0.03509147
 -0.03449161 -0.03429166 -0.03309195 -0.03489152 -0.03419169 -0.03369181
 -0.03409171 -0.03419169 -0.03409171 -0.03489152 -0.03509147 -0.03519144
 -0.03439164 -0.03379178 -0.03439164 -0.03539139 -0.03519144 -0.03449161
 -0.03459159 -0.03439164 -0.03439164 -0.03459159 -0.03459159 -0.03319193
 -0.03429166 -0.03429166 -0.03509147 -0.03499149 -0.03519144 -0.03449161
 -0.03459159 -0.03439164 -0.03539139 -0.03449161 -0.03449161 -0.03459159
 -0.03449161 -0.03449161 -0.03379178 -0.03519144 -0.03569132 -0.03549137
 -0.03379178 -0.03449161 -0.03549137 -0.03469156 -0.03479154 -0.03409171
 -0.03319193 -0.03439164 -0.03459159 -0.03449161 -0.03509147 -0.03409171
 -0.03319193 -0.03369181 -0.03539139 -0.03589127 -0.03589127 -0.03479154
 -0.03339188 -0.03519144 -0.03479154 -0.03559135]",-0.034556597494520246,0.0007047398196719445
1000,"[-0.03479154 -0.03419169 -0.03339188 -0.03389176 -0.03449161 -0.03469156
 -0.03529142 -0.03359183 -0.03339188 -0.03439164 -0.03459159 -0.0357913
 -0.03559135 -0.03469156 -0.03479154 -0.03559135 -0.03469156 -0.03299198
 -0.03449161 -0.03449161 -0.03379178 -0.03509147 -0.03569132 -0.03469156
 -0.03569132 -0.03469156 -0.03399174 -0.03319193 -0.03449161 -0.03439164
 -0.03439164 -0.03439164 -0.03449161 -0.03449161 -0.03459159 -0.03459159
 -0.03509147 -0.03449161 -0.03449161 -0.03529142 -0.03399174 -0.03439164
 -0.03379178 -0.03439164 -0.03429166 -0.03379178 -0.03509147 -0.03449161
 -0.03429166 -0.03349186 -0.03489152 -0.03449161 -0.03449161 -0.03529142
 -0.03439164 -0.03439164 -0.03439164 -0.03449161 -0.03549137 -0.03529142
 -0.03399174 -0.03449161 -0.03439164 -0.03439164 -0.03389176 -0.03309195
 -0.03429166 -0.03429166 -0.0357913  -0.03529142 -0.03329191 -0.03429166
 -0.03429166 -0.03439164 -0.03629117 -0.03599125 -0.03479154 -0.03459159
 -0.03319193 -0.03379178 -0.03359183 -0.03339188 -0.03489152 -0.03509147
 -0.03449161 -0.03519144 -0.03449161 -0.032892   -0.03439164 -0.03599125
 -0.03509147 -0.03409171 -0.03439164 -0.03389176 -0.03279202 -0.03489152
 -0.03429166 -0.03449161 -0.03509147 -0.03429166 -0.03429166 -0.03429166
 -0.03359183 -0.03429166 -0.03429166 -0.03279202 -0.03409171 -0.03489152
 -0.03539139 -0.03489152 -0.03439164 -0.03439164 -0.03439164 -0.03439164
 -0.03439164 -0.03439164 -0.03379178 -0.03419169 -0.03439164 -0.03439164
 -0.03419169 -0.03489152 -0.03439164 -0.03429166 -0.03419169 -0.03359183
 -0.03309195 -0.03519144 -0.03509147 -0.03519144 -0.03599125 -0.03439164
 -0.03359183 -0.03449161 -0.03449161 -0.03449161 -0.03449161 -0.03549137
 -0.03529142 -0.03519144 -0.03469156 -0.03469156 -0.03469156 -0.03379178
 -0.03329191 -0.03449161 -0.03459159 -0.03539139 -0.03549137 -0.03569132
 -0.03399174 -0.03459159 -0.03379178 -0.03459159 -0.03459159 -0.03449161
 -0.03459159 -0.03469156 -0.03449161 -0.03399174]",-0.03447911636903882,0.0006676464884228189
