rotor_step,raw_data,averaged
100,"[-9.88713873e-06 -9.88716783e-06 -9.88716238e-06 -9.88717329e-06
 -9.88716238e-06 -9.88716511e-06 -9.88714419e-06 -9.88714419e-06
 -9.88717329e-06 -9.88716511e-06 -9.88718057e-06 -9.88717056e-06
 -9.88715783e-06 -9.88714146e-06 -9.88715510e-06 -9.88716511e-06
 -9.88718330e-06 -9.88718330e-06 -9.88716783e-06 -9.88715146e-06
 -9.88714419e-06 -9.88716511e-06 -9.88717602e-06 -9.88717875e-06
 -9.88716511e-06 -9.88715965e-06 -9.88715146e-06 -9.88714874e-06
 -9.88716783e-06 -9.88716783e-06 -9.88718330e-06 -9.88716511e-06
 -9.88715146e-06 -9.88714874e-06 -9.88715965e-06 -9.88716238e-06
 -9.88717602e-06 -9.88718057e-06 -9.88715510e-06 -9.88714874e-06
 -9.88713509e-06 -9.88716238e-06 -9.88716511e-06 -9.88717056e-06
 -9.88716783e-06 -9.88715510e-06 -9.88714419e-06 -9.88714419e-06
 -9.88715783e-06 -9.88716238e-06 -9.88717875e-06 -9.88716238e-06
 -9.88715510e-06 -9.88714419e-06 -9.88714146e-06 -9.88715783e-06
 -9.88717602e-06 -9.88717329e-06 -9.88714874e-06 -9.88715146e-06
 -9.88714146e-06 -9.88715783e-06 -9.88717056e-06 -9.88717329e-06
 -9.88716783e-06 -9.88715965e-06 -9.88713873e-06 -9.88714419e-06
 -9.88716783e-06 -9.88716783e-06 -9.88717602e-06 -9.88716511e-06
 -9.88715510e-06 -9.88714146e-06 -9.88714874e-06 -9.88715783e-06
 -9.88717056e-06 -9.88717602e-06 -9.88715146e-06 -9.88715510e-06
 -9.88714419e-06 -9.88716238e-06 -9.88716511e-06 -9.88717329e-06
 -9.88715965e-06 -9.88715783e-06 -9.88714601e-06 -9.88713873e-06
 -9.88716238e-06 -9.88715965e-06 -9.88717602e-06 -9.88715146e-06
 -9.88715510e-06 -9.88713873e-06 -9.88715783e-06 -9.88716238e-06
 -9.88717056e-06 -9.88717056e-06 -9.88714601e-06 -9.88714874e-06]",-9.8871599587e-06
