1126C18R
2024 Oct 15 17:25
Sample #, Measurement
1, 1.040E+1
2, 1.040E+1
3, 1.041E+1
4, 1.041E+1
5, 1.042E+1
6, 1.042E+1
7, 1.042E+1
8, 1.042E+1
9, 1.041E+1
10, 1.042E+1
11, 1.042E+1
12, 1.042E+1
13, 1.042E+1
14, 1.042E+1
15, 1.042E+1
16, 1.042E+1
17, 1.042E+1
18, 1.042E+1
19, 1.042E+1
20, 1.043E+1
21, 1.042E+1
22, 1.043E+1
23, 1.042E+1
24, 1.043E+1
25, 1.043E+1
26, 1.042E+1
27, 1.043E+1
28, 1.043E+1
29, 1.043E+1
30, 1.042E+1
31, 1.043E+1
32, 1.043E+1
33, 1.042E+1
34, 1.042E+1
35, 1.042E+1
36, 1.042E+1
37, 1.043E+1
38, 1.043E+1
39, 1.043E+1
40, 1.043E+1
41, 1.042E+1
42, 1.043E+1
43, 1.043E+1
44, 1.043E+1
45, 1.043E+1
46, 1.043E+1
47, 1.043E+1
48, 1.043E+1
49, 1.042E+1
50, 1.042E+1
51, 1.043E+1
52, 1.043E+1
53, 1.043E+1
54, 1.043E+1
55, 1.043E+1
56, 1.043E+1
57, 1.043E+1
58, 1.043E+1
59, 1.043E+1
60, 1.043E+1
61, 1.043E+1
62, 1.043E+1
63, 1.043E+1
64, 1.043E+1
65, 1.043E+1
66, 1.043E+1
67, 1.043E+1
68, 1.043E+1
69, 1.043E+1
70, 1.043E+1
71, 1.043E+1
72, 1.043E+1
73, 1.043E+1
74, 1.043E+1
75, 1.043E+1
76, 1.043E+1
77, 1.043E+1
78, 1.043E+1
79, 1.043E+1
80, 1.043E+1
81, 1.043E+1
82, 1.043E+1
83, 1.043E+1
84, 1.043E+1
85, 1.043E+1
86, 1.043E+1
87, 1.043E+1
88, 1.043E+1
89, 1.043E+1
90, 1.043E+1
91, 1.043E+1
92, 1.043E+1
93, 1.043E+1
94, 1.043E+1
95, 1.043E+1
96, 1.043E+1
97, 1.043E+1
98, 1.043E+1
99, 1.043E+1
100, 1.043E+1
101, 1.043E+1
102, 1.043E+1
103, 1.043E+1
104, 1.043E+1
105, 1.043E+1
106, 1.043E+1
107, 1.043E+1
108, 1.042E+1
109, 1.043E+1
110, 1.043E+1
111, 1.043E+1
112, 1.043E+1
113, 1.043E+1
114, 1.043E+1
115, 1.043E+1
116, 1.043E+1
117, 1.043E+1
118, 1.043E+1
119, 1.043E+1
120, 1.043E+1
121, 1.043E+1
122, 1.043E+1
123, 1.043E+1
124, 1.043E+1
125, 1.043E+1
126, 1.042E+1
127, 1.043E+1
128, 1.043E+1
129, 1.043E+1
130, 1.043E+1
131, 1.043E+1
132, 1.043E+1
133, 1.043E+1
134, 1.043E+1
135, 1.043E+1
136, 1.043E+1
137, 1.043E+1
138, 1.043E+1
139, 1.043E+1
140, 1.043E+1
141, 1.043E+1
142, 1.043E+1
143, 1.043E+1
144, 1.043E+1
145, 1.043E+1
146, 1.043E+1
147, 1.043E+1
148, 1.043E+1
149, 1.043E+1
150, 1.043E+1
151, 1.043E+1
152, 1.043E+1
153, 1.043E+1
154, 1.043E+1
155, 1.043E+1
156, 1.043E+1
157, 1.043E+1
158, 1.043E+1
159, 1.043E+1
160, 1.043E+1
161, 1.043E+1
162, 1.043E+1
163, 1.043E+1
164, 1.043E+1
165, 1.043E+1
166, 1.043E+1
167, 1.043E+1
168, 1.043E+1
169, 1.043E+1
170, 1.043E+1
171, 1.043E+1
172, 1.043E+1
173, 1.043E+1
174, 1.043E+1
175, 1.043E+1
176, 1.043E+1
177, 1.043E+1
178, 1.043E+1
179, 1.043E+1
180, 1.043E+1
181, 1.043E+1
182, 1.043E+1
183, 1.043E+1
184, 1.043E+1
185, 1.043E+1
186, 1.043E+1
187, 1.043E+1
188, 1.043E+1
189, 1.043E+1
190, 1.043E+1
191, 1.043E+1
192, 1.043E+1
193, 1.043E+1
194, 1.043E+1
195, 1.043E+1
196, 1.043E+1
