rotor_step,raw_data,averaged
100,"[-3.33178978e-05 -3.33134667e-05 -3.33115386e-05 -3.33161115e-05
 -3.33168246e-05 -3.33125390e-05 -3.33164680e-05 -3.33177522e-05
 -3.33125390e-05 -3.33126809e-05 -3.33170392e-05 -3.33148237e-05
 -3.33123207e-05 -3.33175376e-05 -3.33155403e-05 -3.33108947e-05
 -3.33141070e-05 -3.33170392e-05 -3.33131829e-05 -3.33143253e-05
 -3.33182543e-05 -3.33140379e-05 -3.33114658e-05 -3.33160388e-05
 -3.33163225e-05 -3.33123207e-05 -3.33163225e-05 -3.33176795e-05
 -3.33123971e-05 -3.33123971e-05 -3.33168973e-05 -3.33146090e-05
 -3.33127500e-05 -3.33181124e-05 -3.33158932e-05 -3.33111821e-05
 -3.33143944e-05 -3.33168973e-05 -3.33126809e-05 -3.33141797e-05
 -3.33177522e-05 -3.33138960e-05 -3.33112512e-05 -3.33157514e-05
 -3.33161806e-05 -3.33123207e-05 -3.33163953e-05 -3.33176104e-05
 -3.33124663e-05 -3.33121097e-05 -3.33168246e-05 -3.33147509e-05
 -3.33125390e-05 -3.33179669e-05 -3.33157514e-05 -3.33111821e-05
 -3.33141797e-05 -3.33171083e-05 -3.33128955e-05 -3.33139651e-05
 -3.33178978e-05 -3.33138960e-05 -3.33112512e-05 -3.33157514e-05
 -3.33161806e-05 -3.33122516e-05 -3.33163953e-05 -3.33173266e-05
 -3.33123207e-05 -3.33126081e-05 -3.33168973e-05 -3.33148237e-05
 -3.33126809e-05 -3.33181124e-05 -3.33162534e-05 -3.33114658e-05
 -3.33146818e-05 -3.33172538e-05 -3.33126809e-05 -3.33141797e-05
 -3.33181815e-05 -3.33140379e-05 -3.33114658e-05 -3.33159696e-05
 -3.33161806e-05 -3.33124663e-05 -3.33163953e-05 -3.33176795e-05
 -3.33125390e-05 -3.33121789e-05 -3.33168246e-05 -3.33146090e-05
 -3.33121097e-05 -3.33178250e-05 -3.33160388e-05 -3.33111821e-05
 -3.33148237e-05 -3.33168973e-05 -3.33130374e-05 -3.33146818e-05]",-3.331472391500001e-05
